song,artist,duration,danceability,energy,acousticness,instrumentalness,liveness,loudness,speechiness,valence,tempo,cluster
I've Got to Go Back Home,Bob Andy,200640,0.449,0.482,0.967,0.00457,0.353,-8.663,0.124,0.842,202.088,1
Orpheus - Remastered 2003,David Sylvian,291573,0.429,0.488,0.516,0.000119,0.133,-10.498,0.0351,0.354,159.627,4
These Arms of Mine,Otis Redding,154293,0.42,0.288,0.817,0.0,0.306,-12.597,0.0312,0.699,177.1,0
Oh My Darling Don't Cry,Run The Jewels,204840,0.525,0.589,0.0172,4.35e-06,0.485,-7.125,0.296,0.323,104.608,6
The Freedom Suite,Sonny Rollins,1160266,0.464,0.385,0.378,0.656,0.34,-14.651,0.125,0.361,74.465,5
Big Me,Foo Fighters,132840,0.579,0.708,0.442,0.0,0.11,-10.419,0.0374,0.846,130.97,2
Batdance,Prince,373733,0.594,0.702,0.168,0.109,0.142,-9.894,0.0842,0.466,135.406,4
All The Young Dudes - Live,David Bowie,255693,0.37,0.627,0.0348,0.0,0.474,-13.468,0.0951,0.309,118.822,1
Down in the Park,Gary Numan,264333,0.345,0.459,0.000629,0.149,0.257,-12.473,0.0313,0.143,74.614,0
Going Up The Country,Canned Heat,171373,0.653,0.239,0.806,0.0146,0.132,-18.54,0.0453,0.765,80.392,0
Dream All Day,The Posies,184426,0.476,0.939,0.00031,0.0,0.105,-5.79,0.0745,0.421,125.984,4
Last Night I Dreamt That Somebody Loved Me - 2011 Remaster,The Smiths,305600,0.132,0.435,0.0249,0.00598,0.111,-9.381,0.0291,0.0679,201.493,4
Chinatown,Destroyer,229026,0.724,0.688,0.00475,0.0108,0.199,-5.563,0.0257,0.552,114.014,2
Nantes,Barbara,245920,0.391,0.141,0.882,0.0,0.113,-13.291,0.0437,0.182,94.583,0
Versace,Migos,195474,0.841,0.729,0.0384,0.0,0.276,-3.047,0.239,0.444,132.073,6
For Real,Okkervil River,282626,0.35,0.59,0.486,0.000778,0.107,-7.076,0.0389,0.457,102.336,4
Breaking Up Is Hard to Do,Neil Sedaka,136093,0.742,0.663,0.85,0.0,0.0936,-7.59,0.0339,0.967,116.603,2
Charlotte Sometimes,The Cure,253800,0.459,0.747,0.0181,1.27e-05,0.527,-13.125,0.0866,0.434,123.918,1
Love Is the Message (feat. The Three Degrees),MFSB,396293,0.643,0.663,0.0293,0.86,0.138,-9.854,0.0854,0.579,113.786,3
Dancing Choose,TV On The Radio,176106,0.723,0.954,0.0498,1.24e-05,0.547,-5.473,0.0638,0.49,102.961,1
If I Had A Boat,Lyle Lovett,190226,0.473,0.323,0.337,0.000187,0.364,-15.639,0.0374,0.493,92.058,0
You Don't Know What Love Is (You Just Do As You're Told),The White Stripes,234213,0.435,0.749,0.0252,5.71e-05,0.21,-6.084,0.0487,0.553,84.266,4
I'm In Love With A German Film Star,The Passions,236767,0.713,0.525,0.577,0.601,0.111,-12.547,0.0326,0.402,114.807,3
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,448573,0.687,0.723,0.122,0.00102,0.573,-4.751,0.0709,0.432,76.0,1
Sarah (Et Prélude De Sarah),Serge Reggiani,216986,0.361,0.435,0.714,0.0,0.209,-7.769,0.0304,0.348,99.178,0
Knockin' On Heaven's Door,Guns N' Roses,336000,0.486,0.747,0.0203,0.00607,0.0992,-7.248,0.0407,0.368,132.29,4
Living Doll,Cliff Richard,161226,0.567,0.398,0.541,0.0,0.0903,-10.769,0.0556,0.761,62.102,0
I Can Hear Music,The Beach Boys,157293,0.511,0.603,0.0385,1.67e-06,0.142,-7.637,0.028,0.685,128.336,2
"The Future's So Bright, I Gotta Wear Shades",Timbuk 3,203413,0.648,0.743,0.0454,0.0606,0.479,-10.998,0.0459,0.957,157.915,1
Swagga Like Us - T.I. and Jay-Z feat. Kanye West and Lil' Wayne,T.I.,327666,0.58,0.817,0.00163,0.0,0.118,-5.009,0.214,0.238,89.008,6
"You Turn Me On, I'm a Radio",Joni Mitchell,159946,0.672,0.444,0.783,0.0,0.103,-9.805,0.0299,0.651,112.589,0
Fist City,Loretta Lynn,133933,0.656,0.556,0.762,0.0,0.315,-8.761,0.0357,0.915,77.855,2
I Saw The Light - Single Version,Hank Williams,165666,0.604,0.191,0.817,0.0,0.248,-15.453,0.0275,0.481,101.639,0
Double Dutch Bus,Frankie Smith,320880,0.919,0.526,0.0025,0.000471,0.0336,-8.879,0.118,0.506,119.48,2
Vertigo / Relight My Fire,Dan Hartman,584373,0.732,0.828,0.155,0.000623,0.191,-10.122,0.0301,0.851,120.55,2
Mammas Don't Let Your Babies Grow up to Be Cowboys,Waylon Jennings,152866,0.363,0.361,0.623,0.00119,0.154,-14.398,0.0499,0.612,187.711,0
Into Each Life Some Rain Must Fall,Charlie Fugua's Ink Spots,150360,0.655,0.374,0.942,4.36e-05,0.567,-7.57,0.0319,0.745,82.741,1
Dress You Up,Madonna,242240,0.634,0.896,0.0298,0.0036,0.1,-3.073,0.0318,0.827,136.098,2
She - Remastered Version,Gram Parsons,301266,0.445,0.224,0.726,0.00015,0.119,-12.423,0.0296,0.255,109.445,0
Sugar Hiccup,Cocteau Twins,222440,0.181,0.888,0.000885,0.964,0.283,-8.153,0.0779,0.138,169.481,3
Maschin,Bilderbuch,207946,0.595,0.585,0.0129,4.3e-06,0.548,-4.686,0.0473,0.668,180.011,1
Make the World Go Away,Eddy Arnold,160093,0.34,0.215,0.916,0.00026,0.149,-11.809,0.0282,0.49,103.03,0
Grazing In The Grass,Hugh Masekela,156946,0.673,0.698,0.516,0.83,0.255,-6.953,0.0271,0.911,107.464,3
Rape Me,Nirvana,170000,0.417,0.739,0.0186,0.0,0.0638,-10.543,0.0466,0.255,111.928,4
Abducted,Cults,172200,0.37,0.937,0.00684,0.0224,0.203,-3.888,0.0817,0.335,149.866,4
Is a Woman,Lambchop,278453,0.518,0.229,0.624,0.349,0.113,-20.167,0.226,0.157,74.698,0
She's Your Lover Now - Studio Outtake - 1966,Bob Dylan,368346,0.384,0.687,0.249,0.0,0.108,-8.512,0.0345,0.755,146.808,4
The Old Man Down The Road,John Fogerty,213750,0.768,0.809,0.0271,0.000633,0.0608,-5.816,0.0289,0.737,133.838,2
Never Turn Your Back On Mother Earth,Sparks,147786,0.324,0.391,0.564,0.0,0.0832,-13.067,0.0312,0.264,99.056,0
Rebel Yell - 1999 - Remaster,Billy Idol,287866,0.536,0.611,0.000472,0.0362,0.143,-11.372,0.0411,0.438,166.766,4
La Rubia Tarada,Sumo,222533,0.69,0.947,0.144,0.000256,0.61,-10.158,0.104,0.359,122.338,1
Ring The Alarm,Beyoncé,203346,0.458,0.751,0.0299,0.000155,0.258,-8.395,0.469,0.48,169.673,6
Show Girl,The Auteurs,246533,0.399,0.642,0.00646,0.00295,0.14,-7.557,0.0339,0.583,173.624,4
Always Late (With Your Kisses),Lefty Frizzell,183666,0.772,0.152,0.834,0.0,0.369,-14.132,0.0324,0.546,117.749,0
Home,Caribou,156293,0.71,0.663,0.0251,0.00727,0.246,-7.995,0.103,0.507,97.0,2
In The Year 2525 (Exordium & Terminus),Zager & Evans,194920,0.455,0.42,0.237,7.03e-06,0.266,-9.427,0.0308,0.5,124.394,4
Burn Baby Burn,Ash,208600,0.392,0.982,1.4e-05,0.0749,0.101,-4.059,0.123,0.519,155.627,4
Like A Motorway,Saint Etienne,342240,0.691,0.758,0.000309,0.785,0.0402,-10.984,0.0477,0.0641,110.047,3
Without You,Tobias Jesso Jr.,309240,0.665,0.607,0.702,0.000448,0.108,-8.201,0.0355,0.131,130.989,0
Du hast,Rammstein,234226,0.64,0.922,0.00369,0.055,0.332,-6.283,0.0385,0.716,125.105,2
Scarborough Fair,Martin Carthy with Dave Swarbrick,209133,0.557,0.053,0.966,0.0155,0.116,-22.091,0.0319,0.463,78.189,0
Fly Robin Fly,Silver Convention,341066,0.871,0.361,0.0164,0.564,0.116,-17.378,0.032,0.951,99.885,3
How Can I Be Sure - Single Version; Mono,The Young Rascals,175075,0.231,0.455,0.841,0.0,0.0823,-8.06,0.0296,0.391,166.705,0
Spoonin' Rap,Spoonie Gee,421226,0.875,0.768,0.0657,0.0,0.196,-10.001,0.198,0.771,98.285,6
Autumn Almanac,The Kinks,183733,0.666,0.551,0.452,2.2e-06,0.0617,-7.6,0.0411,0.672,118.901,2
Billie's Bounce,Charlie Parker,190373,0.655,0.295,0.706,0.000365,0.0834,-10.845,0.0433,0.647,78.109,0
Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,219413,0.699,0.83,0.00243,0.00024,0.0995,-4.898,0.0633,0.889,105.809,2
Ta douleur,Camille,186933,0.842,0.385,0.759,0.0,0.154,-8.915,0.106,0.648,127.008,2
Hard Time Killin' Floor Blues,Skip James,170475,0.51,0.203,0.986,0.501,0.181,-14.755,0.0401,0.482,77.743,0
untitled 07 2014 - 2016,Kendrick Lamar,496173,0.566,0.465,0.727,0.0,0.705,-11.7,0.497,0.323,127.014,6
Where's the Party,Madonna,261105,0.743,0.941,0.345,0.0,0.601,-3.348,0.0819,0.911,118.927,1
Bobby,Alex G,222817,0.246,0.379,0.0293,0.0,0.0945,-5.928,0.0323,0.384,92.171,4
Love Is Like An Itching In My Heart,The Supremes,173866,0.729,0.572,0.625,5.01e-06,0.0726,-11.22,0.0305,0.911,130.127,2
SuperThug,N.O.R.E.,300133,0.724,0.948,0.00921,1.04e-05,0.0375,-3.325,0.287,0.376,191.709,6
Scenes from an Italian Restaurant,Billy Joel,456893,0.415,0.931,0.407,0.000501,0.114,-4.988,0.126,0.339,97.953,4
Chamakay,Blood Orange,260266,0.756,0.678,0.081,0.00027,0.113,-7.217,0.0416,0.338,110.006,2
Leaving New York,R.E.M.,291079,0.361,0.694,0.109,0.0,0.0855,-5.856,0.0286,0.357,185.875,4
Valley Girl,Frank Zappa,290533,0.474,0.862,0.041,0.0,0.42,-10.511,0.106,0.627,143.856,1
Marie,Tommy Dorsey,200626,0.556,0.214,0.99,0.112,0.0809,-11.019,0.0516,0.834,156.075,0
Chanson pour l'Auvergnat,Georges Brassens,182360,0.79,0.102,0.941,0.0,0.116,-16.727,0.122,0.714,101.641,0
I Think I Love You,The Partridge Family,175306,0.413,0.6,0.236,0.0,0.0457,-9.096,0.0412,0.725,204.692,4
A Lover's Question,Clyde McPhatter,153114,0.458,0.389,0.683,0.0,0.084,-11.39,0.0459,0.938,165.182,0
When the Music's Over,The Doors,659266,0.532,0.459,0.172,6.61e-05,0.0472,-10.329,0.0307,0.597,98.196,5
I Can't Control Myself,The Troggs,185026,0.71,0.771,0.371,0.0605,0.48,-11.174,0.0453,0.841,119.814,1
Feed Me With Your Kiss - Remastered Version,my bloody valentine,234933,0.0912,0.953,1.06e-06,0.942,0.13,-5.084,0.0952,0.219,165.355,3
Wishing Well,Free,219800,0.485,0.784,0.0511,1.7e-05,0.398,-8.004,0.0715,0.613,121.883,1
Ascension - Edition I / Pt. 1,John Coltrane,1140356,0.26,0.825,0.235,0.00103,0.111,-9.692,0.105,0.343,115.794,5
Pearl - Edit,Chapterhouse,290800,0.41,0.885,0.000104,0.823,0.307,-7.042,0.0351,0.618,100.051,3
This Flight Tonight,Joni Mitchell,172600,0.416,0.369,0.79,2.14e-06,0.123,-8.522,0.0433,0.794,82.108,0
From Little Things Big Things Grow,Paul Kelly,415306,0.506,0.487,0.271,0.0,0.0759,-9.184,0.0374,0.77,169.069,4
Forest Fire - Extended Version,Lloyd Cole and the Commotions,312133,0.643,0.677,0.126,0.00992,0.107,-9.033,0.0364,0.229,102.339,4
Return To Forever,Chick Corea And Trondheim Jazz Orchestra,397226,0.307,0.261,0.898,0.578,0.942,-21.254,0.0888,0.373,118.676,1
My Ding-A-Ling,Chuck Berry,693022,0.56,0.381,0.867,0.0,0.533,-16.446,0.469,0.452,121.83,6
They Dance Alone,Sting,432533,0.569,0.442,0.603,0.00914,0.0804,-11.389,0.0306,0.334,132.648,0
Barefootin',Various Artists,157160,0.71,0.481,0.402,0.000539,0.0758,-10.826,0.0506,0.942,145.454,2
Der Kommissar,Falco,232066,0.918,0.473,0.0614,3.25e-06,0.0423,-14.196,0.0567,0.954,118.244,2
Already Gone - 2013 Remaster,Eagles,255345,0.465,0.812,0.00591,0.000494,0.408,-6.398,0.0467,0.811,146.2,1
Spirit in the Night,Bruce Springsteen,298400,0.493,0.723,0.377,1.23e-05,0.289,-6.552,0.0813,0.615,124.58,4
That's The Way I've Always Heard It Should Be,Carly Simon,258133,0.4,0.0897,0.938,0.000521,0.0847,-19.012,0.0288,0.24,70.387,0
"Le loup, la biche et le chevalier",Henri Salvador,150200,0.836,0.183,0.898,0.00474,0.295,-19.989,0.0661,0.927,123.804,0
No UFO's (Vocal),Model 500,251884,0.782,0.839,0.000222,0.393,0.0335,-15.503,0.0794,0.964,124.839,2
Lonely Weekends,Charlie Rich,130080,0.394,0.92,0.711,0.000218,0.225,-4.353,0.134,0.566,183.741,4
Spiders (Kidsmoke),Wilco,642200,0.643,0.578,0.00533,0.849,0.135,-11.045,0.0362,0.32,133.39,3
Tears Dry On Their Own,Amy Winehouse,185186,0.643,0.871,0.491,0.0,0.29,-2.734,0.118,0.452,121.569,4
Bag Lady,Erykah Badu,348893,0.744,0.415,0.35,0.0,0.0891,-8.987,0.106,0.576,75.571,2
Possum Kingdom,Toadies,354493,0.564,0.654,0.0742,0.148,0.131,-7.507,0.0251,0.446,181.081,4
Perfect Way,Scritti Politti,242720,0.654,0.957,0.0325,0.124,0.443,-4.912,0.052,0.882,104.741,1
Soldier of Love,Sade,356653,0.775,0.572,0.0117,0.0293,0.0847,-8.427,0.0633,0.64,90.023,2
Fancy,Bobbie Gentry,258912,0.618,0.243,0.502,0.0,0.102,-19.003,0.0848,0.556,104.373,0
Boys in the Better Land,Fontaines D.C.,300115,0.392,0.973,0.000292,2.35e-05,0.348,-5.02,0.0733,0.6,176.977,4
Say You'll Be There,Spice Girls,235973,0.726,0.679,0.0149,1.49e-06,0.0837,-6.219,0.0473,0.751,107.02,2
Judy In Disguise (With Glasses),John Fred,177186,0.651,0.524,0.108,0.147,0.0551,-7.776,0.0417,0.887,81.279,2
Chimes Blues - Original,King Oliver's Creole Jazz Band,170000,0.549,0.267,0.996,0.902,0.184,-13.102,0.0476,0.765,80.513,3
Sweet Lorraine - Remastered 2003,Nat King Cole Trio,187626,0.552,0.0878,0.973,6.51e-05,0.11,-15.18,0.0788,0.381,85.224,0
The Hidden Camera,Photek,409000,0.733,0.869,0.000749,0.931,0.0694,-5.799,0.0442,0.039,126.339,3
Love And Affection,Joan Armatrading,268333,0.634,0.31,0.764,0.000329,0.105,-13.252,0.0289,0.369,93.47,0
You Win Again - Single Version,Hank Williams,155826,0.658,0.167,0.868,0.0,0.0844,-16.207,0.034,0.541,114.234,0
Sugar Kane,Sonic Youth,357226,0.347,0.853,3.53e-05,0.698,0.0782,-9.518,0.0441,0.345,135.087,3
Pork And Beans,Weezer,189400,0.599,0.626,0.0108,8.8e-06,0.158,-6.622,0.0339,0.708,119.837,2
Your Precious Love,Marvin Gaye,187266,0.432,0.27,0.245,0.0,0.0893,-14.627,0.0366,0.666,202.949,0
"Theme from New York, New York",Frank Sinatra,204453,0.437,0.598,0.61,0.0,0.248,-5.415,0.0298,0.551,108.408,4
Just Like Me,Paul Revere & The Raiders,153240,0.673,0.806,0.359,1.09e-05,0.166,-7.706,0.0412,0.929,126.058,2
Stir It Up,Johnny Nash,178880,0.53,0.552,0.0846,0.0316,0.089,-5.667,0.0526,0.801,170.719,4
Moving,Supergrass,266800,0.467,0.853,0.00731,0.000863,0.354,-6.661,0.0377,0.236,110.953,4
You Dropped A Bomb On Me,The Gap Band,314640,0.792,0.599,0.0555,2.5e-05,0.0591,-11.836,0.0463,0.744,125.397,2
Bawitdaba,Kid Rock,265840,0.551,0.939,0.00172,0.000239,0.109,-5.371,0.171,0.367,90.592,4
Just To Get A Rep,Gang Starr,187760,0.853,0.835,0.412,7.2e-05,0.194,-7.854,0.182,0.548,102.072,6
Easy Easy,King Krule,169693,0.563,0.408,0.838,1.04e-05,0.108,-8.972,0.0365,0.234,146.908,0
The Great Pan Is Dead,Cold Cave,246293,0.347,0.97,0.00191,5.51e-05,0.497,-1.463,0.0584,0.237,150.045,4
I Saw Her Again,The Mamas & The Papas,189493,0.457,0.676,0.293,0.00187,0.16,-10.775,0.0312,0.917,122.805,2
One Of These Days - 2011 Remastered Version,Pink Floyd,354613,0.381,0.506,0.00611,0.846,0.535,-15.094,0.0468,0.4,103.806,3
What Went Down,Foals,300720,0.231,0.919,0.00314,0.00451,0.0643,-6.182,0.0728,0.131,146.944,4
Oblivious,Aztec Camera,190773,0.647,0.783,0.0404,0.124,0.0635,-7.713,0.0548,0.924,112.373,2
Sunny Goodge Street,Donovan,174973,0.344,0.2,0.874,0.00428,0.119,-15.716,0.0334,0.236,127.672,0
Figure It Out,Royal Blood,183602,0.658,0.814,0.229,0.00676,0.216,-4.631,0.0558,0.69,108.016,2
Tin Roof Blues,New Orleans Rhythm Kings,149640,0.757,0.429,0.928,0.934,0.206,-5.433,0.0784,0.685,105.837,3
Coumba,Orchestra Baobab,465386,0.663,0.305,0.746,0.00444,0.0949,-15.008,0.0371,0.448,82.327,0
Rock Me Amadeus,Falco,201466,0.609,0.901,0.315,0.00949,0.116,-4.929,0.144,0.866,176.664,2
Baby’s Arms,Kurt Vile,236306,0.378,0.546,0.322,0.000881,0.303,-9.636,0.0311,0.309,108.927,4
Father Stretch My Hands Pt. 1,Kanye West,135920,0.724,0.573,0.118,0.0,0.538,-4.113,0.0549,0.438,113.088,1
Crazy Horses,The Osmonds,151093,0.521,0.967,0.0795,1.13e-06,0.518,-5.698,0.0588,0.778,120.033,1
One Week,Barenaked Ladies,169760,0.702,0.898,0.00854,0.000154,0.0917,-6.003,0.0373,0.731,112.845,2
Serpentine Fire,"Earth, Wind & Fire",230760,0.773,0.917,0.184,0.00463,0.116,-7.333,0.037,0.946,139.872,2
Harlem Nocturne - Single Version,The Viscounts,143386,0.357,0.321,0.801,0.626,0.113,-14.848,0.0397,0.47,165.689,0
Harlem Nocturne,Johnny Otis,181933,0.383,0.26,0.82,0.0553,0.0837,-11.932,0.0269,0.378,77.74,0
Heavenly Pop Hit,The Chills,208533,0.632,0.578,0.271,0.0,0.13,-10.474,0.0302,0.912,115.399,2
Urgent,Foreigner,237293,0.843,0.763,0.305,0.00748,0.105,-7.226,0.0324,0.94,114.984,2
Morning Has Broken,Yusuf / Cat Stevens,200000,0.424,0.321,0.622,0.0196,0.0903,-13.162,0.0312,0.405,133.126,0
Hello in There,John Prine,272026,0.594,0.325,0.748,0.0058,0.0857,-17.137,0.0324,0.254,135.229,0
Don't Get Me Wrong - 2007 Remaster,Pretenders,227626,0.46,0.932,0.139,0.00504,0.114,-6.264,0.0468,0.849,203.617,4
The Waiting,Tom Petty and the Heartbreakers,238493,0.565,0.923,0.0357,0.0,0.354,-4.535,0.0316,0.722,119.971,4
"Gypsys, Tramps & Thieves",Cher,158000,0.476,0.677,0.211,0.0,0.0601,-11.175,0.0365,0.691,170.879,4
Every Other Freckle,alt-J,216004,0.528,0.707,0.625,0.0355,0.116,-7.626,0.0822,0.502,143.802,4
Stay High,Brittany Howard,191395,0.598,0.853,0.132,0.00298,0.132,-5.373,0.0546,0.315,122.012,4
Homosapien,Pete Shelley,275840,0.603,0.872,0.00121,4.69e-06,0.754,-7.358,0.0577,0.686,132.82,1
Frederick,Patti Smith,184333,0.421,0.829,0.171,0.0,0.0835,-8.605,0.0387,0.935,124.87,2
Put On,Jeezy,321293,0.653,0.77,0.00342,0.0,0.0887,-6.091,0.0353,0.272,137.616,4
"Hey, There",Rosemary Clooney,180493,0.437,0.097,0.978,3.53e-05,0.142,-15.308,0.0357,0.186,87.381,0
Hernando's Hideaway,Archie Bleyer,152506,0.86,0.515,0.122,0.000988,0.166,-10.354,0.144,0.689,118.883,2
Weapon of Choice (feat. Bootsy Collins),Fatboy Slim,345893,0.659,0.95,0.286,0.46,0.355,-8.562,0.201,0.857,195.947,3
Lindberg,Robert Charlebois,322360,0.307,0.605,0.182,0.0,0.32,-8.021,0.0552,0.233,90.498,4
Hit Me With Your Best Shot - 1999 Digital Remaster,Pat Benatar,171293,0.715,0.702,0.109,7.73e-06,0.255,-6.055,0.0296,0.954,127.446,2
Dom andra,kent,226773,0.527,0.871,0.0053,0.000339,0.103,-7.013,0.0663,0.402,103.015,4
Colors,ICE-T,267200,0.834,0.894,0.0933,1.24e-05,0.117,-8.631,0.377,0.531,93.532,6
Islands In The Stream,Kenny Rogers,250066,0.594,0.455,0.443,0.0,0.0631,-11.585,0.0315,0.829,204.001,2
Thunder on the Mountain,Bob Dylan,353760,0.572,0.879,0.599,4.33e-05,0.509,-6.832,0.0376,0.854,154.471,1
Rudie Can't Fail - Remastered,The Clash,208866,0.636,0.684,0.00312,0.0,0.0402,-9.37,0.0596,0.684,96.989,2
Lucky Man,"Emerson, Lake & Palmer",277133,0.346,0.38,0.0976,0.0349,0.0456,-15.626,0.0302,0.466,154.035,0
You Are so Beautiful,Joe Cocker,163600,0.507,0.113,0.797,0.000592,0.166,-10.781,0.0429,0.207,118.469,0
Brand New Key,Melanie,144866,0.667,0.412,0.817,0.0,0.107,-7.544,0.0353,0.82,83.816,2
"Belle-Île-en-Mer, Marie-Galante",Laurent Voulzy,211613,0.582,0.267,0.0749,0.0,0.17,-14.254,0.0258,0.299,74.233,0
Womp Womp,Valee,226533,0.877,0.558,0.066,0.0,0.0745,-4.896,0.342,0.493,157.027,6
Back In My Arms Again,The Supremes,174853,0.692,0.605,0.0425,0.000256,0.268,-7.301,0.0261,0.475,121.264,2
La mamma,Charles Aznavour,227066,0.411,0.481,0.859,0.0,0.0843,-7.011,0.0418,0.438,104.368,0
Rum And Coca-Cola - Single Version,The Andrews Sisters,188640,0.818,0.211,0.106,0.0,0.363,-14.701,0.0751,0.748,80.356,2
Nightclubbing,Grace Jones,305133,0.792,0.333,0.0321,0.003,0.387,-16.001,0.0564,0.42,77.737,0
Wanderlust,Wild Beasts,294666,0.567,0.624,0.0624,0.902,0.209,-10.695,0.0488,0.464,140.024,3
Bloody Well Right,Supertramp,271466,0.56,0.572,0.182,0.0114,0.0935,-9.03,0.113,0.552,74.004,2
Sisters Are Doin' It for Themselves - Remastered Version,Eurythmics,357146,0.67,0.903,0.0129,0.0,0.331,-5.796,0.0402,0.953,136.193,2
Tostaky (Le continent),Noir Désir,329333,0.219,0.957,0.0255,0.708,0.207,-7.142,0.114,0.344,132.925,3
I Got A Line On You,Spirit,157466,0.436,0.615,0.378,0.148,0.5,-8.365,0.0321,0.757,149.347,1
Blues Before Sunrise,Leroy Carr,210586,0.709,0.244,0.86,0.0,0.0827,-10.693,0.0421,0.477,75.731,0
Levels - Radio Edit,Avicii,199906,0.584,0.889,0.0462,0.828,0.309,-5.941,0.0343,0.464,126.04,3
Destiny feat. Pional,John Talabot,293626,0.649,0.8,0.0361,0.343,0.0708,-9.663,0.0345,0.342,111.001,4
It's A Shame (My Sister) [feat. True Image],Monie Love,222840,0.858,0.609,0.0542,9.04e-05,0.315,-10.695,0.113,0.478,107.978,2
The Way Young Lovers Do - 1999 Remaster,Van Morrison,197946,0.389,0.511,0.216,0.0,0.08,-12.236,0.0405,0.6,127.477,4
Salted Caramel Ice Cream,Metronomy,210293,0.893,0.523,0.00711,0.0937,0.0876,-6.751,0.0639,0.883,125.027,2
Don't Bring Me Down,The Pretty Things,130333,0.553,0.675,0.002,0.398,0.101,-9.254,0.0592,0.834,98.44,2
Tears - Classic Vocal,Frankie Knuckles,405141,0.729,0.713,0.0308,0.00197,0.0534,-8.865,0.0351,0.562,121.48,2
Tell Him,The Exciters,154706,0.823,0.825,0.458,0.0,0.0802,-4.513,0.0637,0.904,88.68,2
Darling Nikki,Prince,254493,0.355,0.707,0.383,1.74e-06,0.958,-10.634,0.134,0.414,78.433,1
Guitar Town,Steve Earle,153133,0.629,0.718,0.173,0.0,0.0976,-8.329,0.0353,0.9,165.374,2
Six Days On The Road,Dave Dudley,128039,0.707,0.726,0.658,0.000171,0.19,-8.579,0.0345,0.872,98.143,2
Soun tha mi primer amor,Kinky,190933,0.837,0.829,0.0609,0.246,0.0709,-7.243,0.125,0.722,104.338,2
Stars And Sons,Broken Social Scene,308946,0.464,0.939,0.063,0.745,0.685,-7.446,0.11,0.539,125.621,1
Gimme the Light,Sean Paul,228000,0.778,0.761,0.141,4.61e-05,0.0441,-5.529,0.0525,0.923,107.288,2
I Wanna Sex You Up,Color Me Badd,240200,0.553,0.702,0.00532,4.99e-06,0.0446,-4.829,0.108,0.453,201.868,4
Neuschnee,AK4711,247600,0.542,0.808,0.00168,0.786,0.0743,-12.697,0.0262,0.639,140.244,3
Waiting for a Train,Jimmie Rodgers,164546,0.537,0.272,0.994,4.78e-05,0.109,-10.569,0.0448,0.567,114.369,0
Bullet In the Head,Rage Against The Machine,307066,0.418,0.806,0.0032,0.000788,0.623,-6.965,0.128,0.447,164.202,1
Crabbuckit,K-OS,228773,0.833,0.701,0.0166,0.0639,0.0498,-6.564,0.17,0.759,95.0,2
NY Excuse,Soulwax,289960,0.666,0.731,0.00293,0.921,0.108,-5.902,0.0518,0.79,133.347,3
It's Me Again Jah,Luciano,244106,0.704,0.382,0.473,0.0,0.176,-10.697,0.282,0.608,77.118,6
Have You Seen Her Face,The Byrds,159973,0.525,0.637,0.43,3.02e-06,0.317,-8.409,0.0285,0.793,130.832,2
Love Come Down,"Evelyn ""Champagne"" King",365760,0.904,0.624,0.00622,0.00171,0.0304,-5.936,0.045,0.804,115.735,2
Wonderful Life,Hurts,254133,0.696,0.836,0.167,0.00155,0.184,-7.231,0.0584,0.414,120.022,4
Wrapped Up in Books,Belle & Sebastian,214373,0.505,0.77,0.0896,9.15e-06,0.0806,-7.597,0.0313,0.845,148.399,2
Hellhole Ratrace,Girls,416986,0.409,0.554,0.217,0.0,0.261,-7.299,0.036,0.0794,114.931,4
Kansas City Stomps,Jelly Roll Morton,179826,0.536,0.401,0.995,0.656,0.128,-12.148,0.123,0.691,185.449,3
Give It To Me Baby,Rick James,248093,0.703,0.728,0.112,5.71e-05,0.179,-8.698,0.0454,0.965,119.538,2
Pretty Little Angel Eyes,Curtis Lee,165200,0.623,0.563,0.323,0.0,0.352,-8.156,0.0528,0.96,106.38,2
What Would You Give In Exchange?,The Monroe Brothers,192200,0.441,0.234,0.987,0.000231,0.0852,-12.288,0.0625,0.412,198.236,0
"Piove...! (Ciao, ciao bambina)",Domenico Modugno,185967,0.321,0.372,0.872,1.06e-05,0.0896,-13.908,0.0349,0.291,86.653,0
La folle complainte,Charles Trenet,179293,0.515,0.0435,0.966,0.0,0.284,-22.549,0.137,0.293,80.751,0
Going Down Slow,St. Louis Jimmy Oden,193672,0.584,0.0433,0.992,0.0163,0.125,-21.11,0.0665,0.566,102.197,0
Chant No. 1 (I Don't Need This Pressure On),Spandau Ballet,247906,0.736,0.833,0.464,0.0245,0.106,-7.031,0.0648,0.888,119.931,2
A Fine Romance (A Sarcastic Love Song) (with Johnny Green & His Orchestra) - 78rpm Version,Fred Astaire,169573,0.509,0.133,0.99,0.61,0.463,-18.018,0.044,0.586,78.001,0
Weißes Papier,Element Of Crime,201573,0.666,0.392,0.0264,0.0508,0.162,-11.311,0.0275,0.14,107.962,0
Too Drunk To F**k,Dead Kennedys,160800,0.437,0.93,0.000683,0.0161,0.323,-8.71,0.0554,0.378,104.561,4
The Pearls,Jelly Roll Morton,180573,0.681,0.166,0.992,0.865,0.139,-22.129,0.0363,0.717,143.467,0
Sweet Dreams (Of You),Patsy Cline,154386,0.367,0.171,0.954,6.77e-06,0.35,-10.59,0.0301,0.363,83.524,0
