names,uri,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
Fly Me To The Moon,spotify:track:7Gt7APOLA3b6qtzlvJ8UWf,['ortoPilot'],26,0.818,0.199,3,-9.686,1,0.0652,0.828,0.00479,0.184,0.39,119.93,147879,4,4
Good Time,spotify:track:1kPpge9JDLpcj15qgrPbYX,"['Owl City', 'Carly Rae Jepsen']",78,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05,205933,4,1
Featherstone,spotify:track:7ldIYiFIvxPyTiy0iO9UqV,['The Paper Kites'],46,0.804,0.377,8,-13.673,1,0.0366,0.866,0.021,0.104,0.641,124.91,229627,4,4
Willow Tree March,spotify:track:5NffPhg2C8T8GM8WTMvADQ,['The Paper Kites'],39,0.602,0.592,4,-9.23,0,0.0481,0.282,0.0011,0.25,0.342,120.079,276813,4,5
Bloom (Online Bonus Track),spotify:track:44alNkXsYnTyPnkMdohBcx,['The Paper Kites'],61,0.581,0.421,1,-9.792,1,0.0245,0.894,0.000491,0.119,0.433,95.969,209817,4,4
Paint,spotify:track:5Ewz5ms8XpjtkihWFLnJJs,['The Paper Kites'],49,0.554,0.303,4,-13.05,1,0.0366,0.893,0.00207,0.119,0.396,77.295,191773,4,4
Shape of Love,spotify:track:3eeIdvZqXaffY0yVRgbGfQ,"['Passenger', 'Boy & Bear']",0,0.625,0.736,1,-8.658,0,0.0325,0.118,0.0,0.167,0.909,105.529,188453,4,5
Are You The One?,spotify:track:19FrDNuOcKJ1Z1ceCFGN6S,['Peter Cincotti'],0,0.626,0.342,5,-11.685,0,0.0409,0.718,6.93e-05,0.18,0.458,140.019,235520,4,4
Fool On The Hill/Nature Boy,spotify:track:18MnkDrYtCpRLPOMewVYui,['Peter Cincotti'],0,0.423,0.0495,2,-19.281,0,0.0374,0.978,0.048,0.104,0.205,147.017,226920,4,4
Come Live Your Life With Me,spotify:track:5Pt3x1V91c7wjofFyJj5OI,['Peter Cincotti'],0,0.398,0.0792,10,-15.99,0,0.0414,0.967,0.00261,0.115,0.205,43.79,286293,4,4
My Favorite Things,spotify:track:3weERgiQhrF7hb0no0JXI4,['Peter Cincotti'],0,0.482,0.299,8,-13.242,1,0.0404,0.587,3.21e-06,0.27,0.476,150.498,200080,3,0
Freedom,spotify:track:6RB9YvNyP0RZfCUcMtZELH,['Pharrell Williams'],63,0.428,0.559,1,-6.374,0,0.067,0.395,3.56e-05,0.136,0.607,86.459,162467,4,5
"Gone, Gone, Gone",spotify:track:6g027agAjn3JW0zvBTeYbg,['Phillip Phillips'],27,0.664,0.632,6,-5.947,1,0.0374,0.125,0.0,0.114,0.523,118.005,209653,4,6
Everything I Need,spotify:track:11Sh0DPBRsVaZC18HGgWIa,['Picture This'],0,0.518,0.915,11,-4.652,1,0.182,0.004,1.22e-06,0.358,0.767,148.008,211653,4,7
Never Change,spotify:track:67q4gnuiG7cfUDW2xKsA9C,['Picture This'],0,0.467,0.722,9,-5.531,1,0.0406,0.0533,2.31e-06,0.0989,0.497,89.521,243507,4,6
Take My Hand,spotify:track:6xp5qQb1rG3DihRLtuMkky,['Picture This'],0,0.592,0.828,11,-4.87,1,0.0543,0.0421,0.0,0.164,0.596,129.907,210107,4,6
Hey There Delilah,spotify:track:0THbsvMRmCHpFT3YLX301c,"[""Plain White T's""]",0,0.658,0.296,2,-10.584,1,0.0293,0.872,0.0,0.114,0.311,103.975,232813,4,4
Crash,spotify:track:4tPHC7YsU3LInUYcIe2UIi,['The Primitives'],51,0.375,0.6,11,-9.313,1,0.033,0.0966,0.000972,0.759,0.916,169.976,151693,4,7
I'm Gonna Be (500 Miles),spotify:track:67iAlVNDDdddxqSD2EZhFs,['The Proclaimers'],70,0.851,0.551,4,-5.177,1,0.0396,0.151,0.0,0.0827,0.807,131.922,219467,4,1
Gangnam Style (강남스타일),spotify:track:1R2SZUOGJqqBiLuvwKOT2Y,['PSY'],0,0.727,0.938,11,-2.872,0,0.288,0.00432,0.0,0.0911,0.757,132.077,219493,4,2
Lemon Tree,spotify:track:4vKvjxddqJTZPn9cW9dgbl,['Quadeca'],0,0.493,0.401,2,-14.081,1,0.105,0.886,3.53e-06,0.0826,0.238,76.548,260433,4,4
Locked Away (feat. Adam Levine),spotify:track:0sQLhT32E9ZG2zn5iYR6nN,"['R. City', 'Adam Levine']",63,0.508,0.677,1,-5.696,1,0.0656,0.328,0.0,0.0491,0.575,121.928,227280,5,1
Fight Song,spotify:track:6bRbeEgg8v8BQ0HuVuPE7v,['Rachel Platten'],28,0.639,0.707,7,-5.062,1,0.0739,0.0881,0.0,0.176,0.352,87.944,204067,4,6
"Welcome Home, Son",spotify:track:13PUJCvdTSCT1dn70tlGdm,['Radical Face'],0,0.601,0.537,6,-9.464,1,0.0296,0.743,0.732,0.143,0.394,144.994,285320,3,0
Dark Necessities,spotify:track:2oaK4JLVnmRGIO9ytBE1bt,['Red Hot Chili Peppers'],73,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000,4,5
Rock$tar,spotify:track:1l9QbAyljv9kW0xrF8xqHq,['Reece Mastin'],41,0.547,0.842,10,-2.753,0,0.135,0.0127,0.0,0.0379,0.88,175.996,181733,4,5
Can't Complain,spotify:track:4nCYDSBMZ6dn9qsPhVWVqJ,['Relient K'],0,0.804,0.56,2,-6.789,1,0.0326,0.0756,0.0,0.205,0.824,86.981,193787,4,1
Dream A Little Dream Of Me,spotify:track:7f7EaNj6Pvb6hMALPayYRR,['Renato Falerni'],0,0.42,0.223,0,-14.813,1,0.0393,0.992,0.901,0.11,0.167,155.024,170387,3,0
My Lighthouse,spotify:track:6dceN3dX8I2hNAIvapA0g1,['Rend Collective'],29,0.544,0.802,0,-5.597,1,0.0487,0.0345,0.0,0.799,0.702,110.012,224173,4,1
Untitled,spotify:track:3cFG2erCQQVAejCoDiRncV,['Rex Orange County'],0,0.573,0.2,9,-9.567,1,0.0805,0.906,0.0,0.134,0.333,121.255,135707,4,4
Work,spotify:track:14WWzenpaEgQZlqPq2nk4v,"['Rihanna', 'Drake']",0,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,4,6
Diamonds,spotify:track:7Kt59L2ZZGtOnIhvMwzG6f,['Rihanna'],56,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,225147,4,5
Waiting,spotify:track:2TYMKiw4cxosx7TYZZwqVi,"['RL Grime', 'What So Not', 'Skrillex']",37,0.554,0.914,10,-4.422,0,0.062,0.135,0.945,0.146,0.123,160.016,236351,4,3
Shed a Light,spotify:track:1cG0umU5TKStygKsPFZ9pY,"['Robin Schulz', 'David Guetta', 'Cheat Codes']",61,0.483,0.787,8,-5.244,1,0.102,0.112,0.0,0.257,0.58,122.058,191379,4,6
7 Times,spotify:track:7u73YCdb4JIK1ZkQRM5XYB,['Ronald Jenkees'],22,0.393,0.469,5,-9.879,0,0.0372,0.378,0.936,0.0797,0.327,180.005,356368,4,3
Open Road,spotify:track:1IycYHHYjKgxvB8AHCdu7O,['Roo Panes'],0,0.564,0.455,5,-8.282,1,0.0369,0.807,0.000184,0.0832,0.305,132.196,258731,4,4
Indigo Home,spotify:track:4FYbWHYnFtIYYjo5ovJLGs,['Roo Panes'],0,0.513,0.257,2,-12.334,1,0.0364,0.896,0.00173,0.107,0.132,132.837,294000,4,4
"Oh, Pretty Woman",spotify:track:6WrSjCCJyjaRCncpQiN4R8,['Roy Orbison'],0,0.596,0.581,9,-10.915,1,0.0384,0.679,0.0,0.0701,0.878,127.262,176333,4,4
Hoops,spotify:track:46dWvPwaO8mNLgUIU35y3q,['The Rubens'],0,0.731,0.498,8,-6.571,0,0.0339,0.229,4.06e-05,0.505,0.802,96.038,158973,4,5
My Gun,spotify:track:0y6tdfaDMn0bBbDz3vwkXH,['The Rubens'],0,0.666,0.881,5,-3.587,0,0.0311,0.00331,0.00153,0.0831,0.65,100.01,190060,4,5
Not Giving In (feat. John Newman & Alex Clare),spotify:track:7eBIV7xripa8OJFuZKVKvk,"['Rudimental', 'John Newman', 'Alex Clare']",0,0.465,0.639,7,-7.259,1,0.0632,0.0169,0.00261,0.155,0.136,159.044,239733,4,7
Lunacy,spotify:track:22t4RTNHK0V5bPWGImj87g,['Rue Royale'],25,0.482,0.468,1,-11.061,1,0.0246,0.556,0.117,0.126,0.363,152.218,201363,4,4
Howling,spotify:track:7wxJrrjKQYkvC8m8c3yKX4,['RY X'],0,0.713,0.327,6,-13.86,0,0.0304,0.165,0.0738,0.109,0.116,119.982,309591,4,4
Only,spotify:track:4TveXIaooLJ5ruMpNqdTTZ,['RY X'],0,0.293,0.176,7,-15.531,0,0.0304,0.906,0.542,0.109,0.086,82.306,268456,3,0
Skin And Bones,spotify:track:3gvVGcfl49TnIENWhJ6MeD,['Ryan Keen'],0,0.72,0.5,11,-10.335,1,0.0308,0.161,9.65e-05,0.0979,0.673,125.998,235093,4,6
Fall at Your Feet,spotify:track:6Gli6sdR3KBU9hL6OCxW7s,['Saint Raymond'],29,0.584,0.895,0,-3.419,1,0.054,0.0212,0.0,0.0778,0.464,124.991,242912,4,1
I'm Not The Only One,spotify:track:1VbhR6D6zUoSTBzvnRonXO,['Sam Smith'],0,0.678,0.491,5,-5.815,1,0.0358,0.565,2.78e-05,0.0772,0.519,81.997,239317,4,4
Stay With Me,spotify:track:62NVyyEBiRxGae3SeB97nl,['Sam Smith'],0,0.453,0.441,0,-6.275,1,0.0435,0.521,0.000135,0.106,0.184,84.672,172724,4,4
Unstoppable,spotify:track:6tP9g3zXLKA999bEpn4b0z,['The Score'],0,0.485,0.84,1,-3.909,0,0.0438,0.00131,1.93e-05,0.0894,0.596,78.011,192147,4,5
Hall of Fame (feat. will.i.am),spotify:track:7wMq5n8mYSKlQIGECKUgTX,"['The Script', 'will.i.am']",80,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,202533,4,6
Superheroes,spotify:track:37sINbJZcFdHFAsVNsPq1i,['The Script'],75,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,245467,4,7
Young Bodies,spotify:track:4BhEQsifqbzCdknLf52O1G,['Sea Wolf'],38,0.694,0.237,5,-16.391,1,0.0413,0.938,0.296,0.109,0.331,136.866,209267,4,4
Angel of Small Death and the Codeine Scene - BBC Live Version,spotify:track:4AwKv5yOIoB04ZU9hPB3Uj,['Seafret'],44,0.519,0.284,4,-7.236,1,0.0325,0.64,0.0,0.113,0.378,106.115,207227,4,4
Atlantis,spotify:track:1Fid2jjqsHViMX6xNH70hE,['Seafret'],75,0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,229173,4,7
Hard Time - Kretsen Remix,spotify:track:6qbaRdGTS1lEV0PKgolUoS,"['Seinabo Sey', 'Kretsen']",0,0.455,0.86,0,-6.112,0,0.0556,0.104,4.27e-06,0.32,0.38,96.046,252000,4,5
Pistols At Dawn - Lucian x Mickey Valen Remix,spotify:track:4NAukorel2jdqox0QorXPN,['Seinabo Sey'],0,0.689,0.73,10,-2.638,1,0.206,0.419,1.26e-06,0.267,0.629,92.945,186587,4,6
Kill Em With Kindness,spotify:track:7KxhSJOYiqCDclXDBNlFSZ,['Selena Gomez'],67,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907,4,5
Hands To Myself,spotify:track:3CJvmtWw2bJsudbAC5uCQk,['Selena Gomez'],69,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,200680,4,5
Come & Get It,spotify:track:5U2m76qAMdr3gXI0g6ptlG,['Selena Gomez'],0,0.349,0.795,7,-4.133,0,0.0758,0.0102,0.000138,0.0812,0.542,148.985,231987,1,0
Boombastic,spotify:track:0V9CF315TMGEvOWXQBNuUO,['Shaggy'],49,0.854,0.793,2,-8.25,1,0.25,0.238,1.27e-05,0.356,0.796,158.554,250200,4,2
Skyway Drive-In,spotify:track:7zhxXSGNMVuWMOsFLq1r9h,['Shane Alexander'],27,0.482,0.171,3,-13.592,1,0.0375,0.901,0.0,0.105,0.409,121.143,197080,4,4
Through the Valley,spotify:track:2MM8qDOkfV1natcOHC5kER,['Shawn James'],0,0.469,0.477,3,-4.978,0,0.0369,0.269,2.21e-06,0.0769,0.365,111.484,220240,4,5
Stitches,spotify:track:1WP1r7fuvRqZRnUaTi2I1Q,['Shawn Mendes'],0,0.746,0.754,1,-6.681,1,0.067,0.0152,0.0,0.0486,0.764,149.882,206880,4,1
Geronimo,spotify:track:4hd4YTkABCn2zuTZeYEA6D,['Sheppard'],57,0.705,0.745,7,-7.455,1,0.0862,0.467,0.00425,0.122,0.526,142.014,218228,4,6
Elastic Heart,spotify:track:6kwAbEjseqBob48jCus7Sz,['Sia'],71,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,257200,4,7
The Greatest,spotify:track:3XIIOCu6B8PuGq5j61asEM,"['Sia', 'Kendrick Lamar']",0,0.666,0.723,1,-6.164,1,0.268,0.0109,0.00047,0.0507,0.739,192.024,210893,4,2
Glitterball,spotify:track:63uVYBr0NJxRjsZSAyELbi,"['Sigma', 'Ella Henderson']",0,0.496,0.797,0,-3.479,1,0.0328,0.0361,1.08e-06,0.11,0.254,140.017,226308,4,1
Sæglópur - Radio Edit,spotify:track:26TOTRVvnewzEdSWsWwUiC,['Sigur Rós'],27,0.337,0.578,11,-6.451,1,0.0305,0.00534,0.754,0.173,0.0424,102.283,300000,4,3
Watch Me (Whip / Nae Nae),spotify:track:1CvhKmrutTAta5awpJcFDn,['Silentó'],0,0.819,0.768,8,-8.522,1,0.134,0.234,0.0,0.334,0.964,139.982,185131,4,6
Paper Hearts (feat. Bailey Jehl),spotify:track:4hhnby0ACYDu0cCMenkcmw,"['Silver Trees', 'Bailey Jehl']",38,0.652,0.467,1,-7.691,1,0.0247,0.758,0.0,0.101,0.312,83.48,199134,4,4
Right In,spotify:track:1LV5G400jD3Ytvyv6Dlkym,['Skrillex'],51,0.636,0.802,2,-2.168,1,0.167,0.00631,4.14e-05,0.059,0.335,139.815,180400,4,1
Breakn' a Sweat,spotify:track:1ShWHEgisDGPl9G3g85ANu,"['Skrillex', 'The Doors', 'Ray Manzarek', 'Robby Krieger']",55,0.596,0.921,11,-2.5,0,0.074,0.0049,0.00019,0.536,0.232,139.969,301987,4,7
Kyoto (feat. Sirah),spotify:track:3FUZpoj9VV0sgc8RqbS3xQ,"['Skrillex', 'Sirah']",60,0.605,0.92,4,-2.298,0,0.0713,0.0012,0.000596,0.483,0.219,174.974,200787,4,7
Make It Bun Dem,spotify:track:6AbVJjzv7thIvmMCuhZrmK,"['Skrillex', 'Damian Marley']",65,0.556,0.881,7,-2.224,1,0.082,0.00119,0.0,0.0709,0.337,104.973,213697,1,0
First of the Year (Equinox),spotify:track:0RlAFR09p2FjyTHOIanBrn,['Skrillex'],22,0.428,0.948,5,-3.654,0,0.222,0.00719,0.014,0.0811,0.55,114.59,261517,3,0
Ruffneck (FULL Flex),spotify:track:4PI3kD2uC0CgoDbE4m8RL3,['Skrillex'],11,0.645,0.97,5,-1.64,1,0.131,0.000243,0.00561,0.067,0.322,140.129,226286,4,7
Where Are Ü Now,spotify:track:0ECQZjPwJa7mnebsBQrfLx,"['Skrillex', 'Diplo', 'Justin Bieber']",0,0.432,0.74,7,-5.053,1,0.062,0.0342,6.59e-06,0.14,0.193,139.42,242520,4,7
Recess,spotify:track:1RJZLVGpBG9nNZiHRQSWTp,['Skrillex'],57,0.658,0.93,5,-2.912,0,0.141,0.0236,0.0,0.578,0.132,104.018,237680,4,5
Rock 'n' Roll (Will Take You to the Mountain),spotify:track:6TbYnMMWfdUZXQm6tZ6vib,['Skrillex'],52,0.713,0.971,0,-1.264,1,0.381,0.00228,2.05e-05,0.242,0.676,128.064,284130,4,2
Kill EVERYBODY,spotify:track:1u1Ps262k227FPAm5BVUjd,['Skrillex'],52,0.788,0.874,0,-3.336,1,0.0805,0.00219,0.00231,0.0998,0.629,126.988,297986,4,1
All I Ask of You (feat. Pennybirdrabbit),spotify:track:0fMAyo16WDEhIGoQHMSFCK,"['Skrillex', 'pennybirdrabbit']",41,0.774,0.909,9,-2.89,0,0.0365,0.0173,0.121,0.0739,0.696,126.977,340341,4,5
Scatta (feat. Foreign Beggars & Bare Noize),spotify:track:2l01nCr1aULfmyLs9phUE5,"['Skrillex', 'Bare Noize', 'Foreign Beggars']",45,0.618,0.928,0,-5.19,1,0.211,0.0154,3.95e-06,0.201,0.37,140.031,234891,4,1
Weekends!!! (feat. Sirah),spotify:track:3Doc0i6JsXK3N1DhhYvmmV,"['Skrillex', 'Sirah']",38,0.813,0.902,9,-4.635,1,0.0502,0.00167,0.0101,0.337,0.743,120.006,285407,4,6
Hot,spotify:track:3Z0HNiMHiUKzcMcw4ywNvx,['Smash Mouth'],0,0.68,0.889,11,-5.336,0,0.0359,0.00352,0.0,0.106,0.933,132.995,151013,4,5
All My Friends (feat. Tinashe & Chance the Rapper),spotify:track:6TaqooOXAEcijL6G1AWS2K,"['Snakehips', 'Tinashe', 'Chance the Rapper']",73,0.681,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997,229747,4,1
Don't Leave,spotify:track:0Zx8khUcEfCFK2AEoIhC92,"['Snakehips', 'MØ']",64,0.657,0.703,1,-3.402,1,0.0753,0.222,0.0,0.256,0.338,122.381,214693,4,1
Time,spotify:track:75VuSipe4E694LLaSPDfE7,['Snavs'],0,0.568,0.95,5,-3.771,0,0.0984,0.0494,0.169,0.317,0.547,159.883,186000,4,7
Come Away,spotify:track:1tpSOLApZSgDaFqYHIeQl9,['Sons Of The East'],60,0.673,0.592,0,-8.388,1,0.0305,0.214,0.0,0.11,0.231,121.949,260693,4,1
Crank That (Soulja Boy),spotify:track:46qtEi9qJOXxmY0qel1wpN,['Soulja Boy'],0,0.732,0.731,0,-2.171,1,0.0924,0.526,0.0,0.0496,0.799,140.211,221933,4,1
Piano Fire,spotify:track:3BrNu9xhDpSqVdlco5RvXe,['Sparklehorse'],0,0.525,0.788,6,-7.618,0,0.0335,0.0179,0.0102,0.353,0.675,129.392,163733,4,5
Call On Me,spotify:track:52tbWCKaMaSLpYNw71XO9l,['Starley'],43,0.791,0.654,0,-7.109,1,0.0417,0.126,0.0,0.0839,0.5,97.995,161633,4,1
Just Hold On,spotify:track:3EmmCZoqpWOTY1g2GBwJoR,"['Steve Aoki', 'Louis Tomlinson']",65,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,198774,4,6
Thirteen Sad Farewells,spotify:track:03RFScByLwJTxTme6n4BpP,['Stu Larsen'],50,0.647,0.402,6,-9.922,1,0.035,0.443,0.000244,0.387,0.437,114.039,165613,4,4
Should Have Known Better,spotify:track:4OEgP8HMGt7oIFAvk6Ydjo,['Sufjan Stevens'],0,0.57,0.171,7,-20.698,1,0.0317,0.98,0.253,0.126,0.292,90.989,307698,4,4
Obstacles,spotify:track:1bB7aPOC0JuT4KxV9rmXLE,['Syd Matters'],0,0.392,0.406,3,-8.454,1,0.0336,0.252,0.885,0.132,0.136,126.893,210707,4,3
To All of You,spotify:track:2n9m8PKLauZ45XHXHsWftn,['Syd Matters'],0,0.309,0.528,1,-11.748,0,0.0345,0.29,0.104,0.102,0.114,104.537,283320,4,4
Dynamite,spotify:track:0bg6otrW5gxNnlCqrCrXyd,['Taio Cruz'],0,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968,203867,4,1
Three Weeks,spotify:track:05Sg5iFXeRZGD0yvxWEegh,['A Tale of Golden Keys'],30,0.447,0.328,8,-12.718,1,0.034,0.734,0.000417,0.109,0.369,98.914,242234,4,4
Passenger Seat,spotify:track:5tVMudXRXOlbAq96fw2JTN,['Talking To Turtles'],0,0.731,0.569,6,-8.58,0,0.0429,0.164,0.00577,0.0984,0.612,109.953,220000,4,5
Spirit Cold,spotify:track:4RCJhOe7FgR25W1npdn3YG,['Tall Heights'],0,0.472,0.517,11,-8.812,1,0.027,0.684,1.81e-05,0.214,0.363,77.942,218760,4,4
The Gardener,spotify:track:6oI3Inlpzlik5e7cy4Sdi8,['The Tallest Man On Earth'],27,0.496,0.533,3,-4.979,0,0.0264,0.928,0.0,0.131,0.415,95.477,237000,4,4
Little River,spotify:track:6KkkjRco5qj57PWqxlPq7K,['The Tallest Man On Earth'],11,0.477,0.284,10,-8.791,1,0.0431,0.934,1.68e-06,0.118,0.376,100.423,225920,4,4
Love Is All,spotify:track:1OBQdMPd2M31EEwhqRbZKo,['The Tallest Man On Earth'],0,0.637,0.258,2,-11.499,1,0.0299,0.924,0.000422,0.106,0.365,107.093,257867,4,4
Cobrastyle,spotify:track:45sdD9GjryujVOcRJ4YQRQ,['Teddybears'],57,0.623,0.95,7,-2.316,1,0.186,0.329,0.0,0.156,0.793,176.809,179853,4,7
Searching For A Feeling,spotify:track:4VqJipc8kIFseGlVNKlv0W,['Thirdstory'],29,0.444,0.45,2,-9.636,1,0.0918,0.0803,1.62e-05,0.111,0.147,113.835,230467,4,4
Not Letting Go (feat. Jess Glynne),spotify:track:01wuIn1TP5FCvYyqBTdsGC,"['Tinie Tempah', 'Jess Glynne']",52,0.772,0.858,8,-3.565,1,0.127,0.0153,0.0,0.154,0.51,101.978,228961,4,6
Cloud 9,spotify:track:7pPoBydlANHqWDYgm2DkSK,"['Tobu', 'Itro']",0,0.69,0.747,7,-4.869,1,0.108,0.0258,0.000233,0.0935,0.534,128.081,277577,4,6
Can We Still Be Friends?,spotify:track:4Io9zVkAKSu7LBdUGVQFL7,['Todd Rundgren'],39,0.57,0.397,0,-8.93,0,0.0389,0.791,0.00017,0.0789,0.235,172.547,218440,3,0
The Lion Sleeps Tonight,spotify:track:1qiyqLNOJ6tSvrWMZmIuvU,['The Tokens'],17,0.448,0.481,5,-9.647,1,0.0328,0.74,0.0,0.115,0.794,122.366,163520,4,4
Alice,spotify:track:0MYAOepwUOBfsToBdGiq6c,['Tom Waits'],0,0.352,0.229,5,-12.79,0,0.0354,0.776,0.0,0.335,0.159,74.749,268600,3,0
Golden (feat. Sia),spotify:track:0HZWWaKieQ9ZETkTEUVTH2,"['Travie McCoy', 'Sia']",49,0.602,0.739,9,-5.655,1,0.0601,0.0142,0.0,0.371,0.422,82.008,215143,4,6
This Time Tomorrow,spotify:track:3EwlyAmquoRftccLsibHNS,['Trent Dabbs'],27,0.448,0.0744,0,-17.637,1,0.0366,0.947,0.0167,0.121,0.185,75.327,267648,4,4
Wish Man,spotify:track:5NytdyVxPL5a67W0G2Pf3K,['Trevor Hall'],0,0.533,0.538,1,-11.895,1,0.0324,0.61,1.38e-06,0.103,0.83,90.979,294932,4,4
Great Mirror,spotify:track:4qKSUVj8WGQVVnCfA6T89l,['Trevor Hall'],0,0.385,0.741,7,-8.353,1,0.0475,0.0486,1.21e-05,0.0846,0.476,164.753,227766,4,7
Walk Quietly,spotify:track:4WsfUaedXzeu9MnSWVl6Ly,['Trevor Hall'],0,0.379,0.224,10,-13.578,1,0.0286,0.877,0.000154,0.112,0.0398,102.781,271499,4,4
Flight,spotify:track:3dQ9cKcWHoiB0YJ0b0D014,"['Tristam', 'Braken']",0,0.495,0.756,4,-5.734,0,0.655,0.0409,2.67e-05,0.102,0.217,87.396,219429,4,2
Mambo,spotify:track:3ZM11gWnvr8Iiw4glqUJId,['Tropkillaz'],47,0.659,0.723,10,-4.919,0,0.0542,0.00572,7.39e-05,0.143,0.0983,148.027,178457,4,5
YOUTH,spotify:track:0nhBKubnVz9yFNNprBniWz,['Troye Sivan'],71,0.628,0.737,7,-4.437,1,0.041,0.0625,0.0,0.0777,0.592,91.507,185194,4,6
Back To You,spotify:track:0ZuBuUl61M7jg9m1dABtJx,['Twin Forks'],0,0.546,0.847,2,-5.608,1,0.0644,0.00567,0.0,0.076,0.385,129.028,170963,4,1
Handshake,spotify:track:73XQRif4QFNollQk8uVcUP,['Two Door Cinema Club'],0,0.561,0.832,0,-5.046,0,0.0269,9.07e-05,0.282,0.433,0.805,130.984,211098,4,5
What You Know,spotify:track:7oRgM9AfaDq0rm4ovEVYqG,['Two Door Cinema Club'],0,0.557,0.747,6,-4.007,0,0.0418,0.0008,9.82e-06,0.0858,0.781,139.006,189693,4,5
Things Are Better,spotify:track:3gU0BGsNvh1l5FzWnynph8,['Tyler Lyle'],0,0.523,0.44,1,-9.279,0,0.029,0.756,1.91e-06,0.12,0.492,164.184,203840,4,4
DJ Got Us Fallin' In Love (feat. Pitbull),spotify:track:28AUzRo0nQLESL55WDV0um,"['Usher', 'Pitbull']",51,0.663,0.861,7,-3.398,0,0.109,0.0336,0.0,0.082,0.654,119.964,220800,4,5
All Night,spotify:track:1yNyoWWWikbLhwIGWjZuDW,"['The Vamps', 'Matoma']",0,0.563,0.775,8,-6.433,1,0.0366,0.00251,0.0,0.326,0.458,144.945,197793,4,7
Mess Is Mine,spotify:track:7BVwi9cIzSc6tpyxsp47vJ,['Vance Joy'],65,0.595,0.723,7,-8.256,1,0.0349,0.047,0.0286,0.0995,0.272,108.043,223640,1,0
Riptide,spotify:track:3Jcqt6ejCpjY9EmrIWUTd3,['Vance Joy'],0,0.485,0.712,1,-6.966,1,0.0338,0.459,0.0,0.118,0.427,101.619,201733,4,1
Georgia,spotify:track:5kTOE74clG8lQncHilWqkv,['Vance Joy'],0,0.364,0.652,11,-7.671,1,0.0314,0.331,0.000342,0.0935,0.403,143.495,230507,4,7
Glad You Came,spotify:track:1OXfWI3FQMdsKKC6lkvzSx,['The Wanted'],0,0.698,0.844,7,-4.549,0,0.067,0.0577,1.69e-05,0.105,0.446,126.937,198467,4,5
Chasing The Sun,spotify:track:4b4c0oH7PtrPsI86drzgFs,['The Wanted'],67,0.637,0.732,7,-6.209,0,0.0965,0.244,0.0,0.498,0.68,128.108,198800,4,5
Ocean Man,spotify:track:6M14BiCN00nOsba4JaYsHW,['Ween'],64,0.72,0.912,4,-6.13,1,0.0363,0.551,0.00122,0.0982,0.973,122.782,126947,4,1
More Than Life,spotify:track:1Db3RDS6mdsuD5ibO7Bo1F,['Whitley'],48,0.458,0.439,10,-10.821,1,0.0309,0.8,0.00188,0.118,0.398,85.157,175533,4,4
Hummingbird,spotify:track:0YRv8GX3ekiz2XkbnZTSrU,['Wilco'],37,0.507,0.275,4,-11.119,0,0.0445,0.767,0.00189,0.114,0.24,138.618,187173,4,4
Crazy Bird,spotify:track:5d9SYJezRJqMYJBQu1X3Mp,['Wild Child'],0,0.782,0.534,3,-8.35,1,0.0353,0.261,0.000176,0.37,0.722,93.473,238391,4,1
Beautiful Girl,spotify:track:20uM0XClhB6PYrlFrZSMsG,['William Fitzsimmons'],0,0.461,0.17,0,-17.422,1,0.0461,0.873,0.39,0.112,0.336,82.168,158229,1,0
Fortune,spotify:track:03o4RFa9wuQYrLBTCteIv2,['William Fitzsimmons'],0,0.536,0.48,2,-13.643,1,0.0283,0.762,0.493,0.0914,0.708,158.971,230880,4,4
I Don't Feel It Anymore - Song Of The Sparrow,spotify:track:1bVVNrNczB8LckjWQ8RJCk,['William Fitzsimmons'],0,0.674,0.2,0,-14.513,1,0.0326,0.939,0.00264,0.0958,0.318,112.586,212627,4,4
Don't You (Forget About Me),spotify:track:5hOaRdlUqUSZ5nv8kQx1DF,['The Wind and The Wave'],43,0.622,0.953,2,-4.409,1,0.0387,0.00324,0.0295,0.367,0.666,119.978,249587,4,1
